"","id","batch","vmp_batch","predecessor","material_SAP","measure","measuredvalue","process","application","logged"
"206",949,"SLY 1320",NA,"6000007601",NA,"Malvern d90 nach Belegung",36.7,"Standard",NA,2022-03-02 18:05:00
"207",950,"SLY 1320",NA,"6000007601",NA,"Malvern dd10 nach Belegung",0.15,"Standard",NA,2022-03-02 18:05:00
"208",951,"SLY 1320",NA,"6000007601",NA,"Malvern dd50 nach Belegung",0.5,"Standard",NA,2022-03-02 18:05:00
"209",952,"SLY 1320",NA,"6000007601",NA,"Malvern dd90 nach Belegung",1.2,"Standard",NA,2022-03-02 18:05:00
"210",953,"SLY 1320",NA,"6000007601",NA,"Malvern span nach Belegung",1.25,"Standard",NA,2022-03-02 18:05:00
"211",954,"SLY 1320",NA,"6000007601",NA,"Malvern d10 nach Sedimentation",10.8,"Standard",NA,2022-03-02 18:05:00
"212",955,"SLY 1320",NA,"6000007601",NA,"Malvern d50 nach Sedimentation",21,"Standard",NA,2022-03-02 18:05:00
"213",956,"SLY 1320",NA,"6000007601",NA,"Malvern d90 nach Sedimentation",38,"Standard",NA,2022-03-02 18:05:00
"214",957,"SLY 1320",NA,"6000007601",NA,"Malvern dd10 nach Sedimentation",0.2,"Standard",NA,2022-03-02 18:05:00
"215",958,"SLY 1320",NA,"6000007601",NA,"Malvern dd50 nach Sedimentation",-0.3,"Standard",NA,2022-03-02 18:05:00
"216",959,"SLY 1320",NA,"6000007601",NA,"Malvern dd90 nach Sedimentation",0.1,"Standard",NA,2022-03-02 18:05:00
"217",960,"SLY 1320",NA,"6000007601",NA,"Malvern span nach Sedimentation",1.3,"Standard",NA,2022-03-02 18:05:00
"218",961,"SLY 1313",NA,"6000007517",NA,"Malvern d10 Ausgangsprodukt",10.5,"Standard",NA,2022-03-02 18:05:00
"219",962,"SLY 1313",NA,"6000007517",NA,"Malvern d50 Ausgangsprodukt",21.2,"Standard",NA,2022-03-02 18:05:00
"220",963,"SLY 1313",NA,"6000007517",NA,"Malvern d90 Ausgangsprodukt",37.1,"Standard",NA,2022-03-02 18:05:00
"221",964,"SLY 1313",NA,"6000007517",NA,"Malvern span Ausgangsprodukt",1.25,"Standard",NA,2022-03-02 18:05:00
"222",965,"SLY 1313",NA,"6000007517",NA,"Malvern d10 nach Belegung",10.65,"Standard",NA,2022-03-02 18:05:00
"223",966,"SLY 1313",NA,"6000007517",NA,"Malvern d50 nach Belegung",20.2,"Standard",NA,2022-03-02 18:05:00
"224",967,"SLY 1313",NA,"6000007517",NA,"Malvern d90 nach Belegung",35.9,"Standard",NA,2022-03-02 18:05:00
"225",968,"SLY 1313",NA,"6000007517",NA,"Malvern dd10 nach Belegung",0.15,"Standard",NA,2022-03-02 18:05:00
"226",969,"SLY 1313",NA,"6000007517",NA,"Malvern dd50 nach Belegung",1,"Standard",NA,2022-03-02 18:05:00
"227",970,"SLY 1313",NA,"6000007517",NA,"Malvern dd90 nach Belegung",1.2,"Standard",NA,2022-03-02 18:05:00
"228",971,"SLY 1313",NA,"6000007517",NA,"Malvern span nach Belegung",1.23,"Standard",NA,2022-03-02 18:05:00
"229",972,"SLY 1313",NA,"6000007517",NA,"Malvern d10 nach Sedimentation",10.5,"Standard",NA,2022-03-02 18:05:00
"230",973,"SLY 1313",NA,"6000007517",NA,"Malvern d50 nach Sedimentation",20.2,"Standard",NA,2022-03-02 18:05:00
"231",974,"SLY 1313",NA,"6000007517",NA,"Malvern d90 nach Sedimentation",35.2,"Standard",NA,2022-03-02 18:05:00
"232",975,"SLY 1313",NA,"6000007517",NA,"Malvern dd10 nach Sedimentation",0,"Standard",NA,2022-03-02 18:05:00
"233",976,"SLY 1313",NA,"6000007517",NA,"Malvern dd50 nach Sedimentation",-1,"Standard",NA,2022-03-02 18:05:00
"234",977,"SLY 1313",NA,"6000007517",NA,"Malvern dd90 nach Sedimentation",-1.9,"Standard",NA,2022-03-02 18:05:00
"235",978,"SLY 1313",NA,"6000007517",NA,"Malvern span nach Sedimentation",1.22,"Standard",NA,2022-03-02 18:05:00
"236",979,"SLY 1318",NA,"6000007629",NA,"Malvern d10 Ausgangsprodukt",10.4,"Standard",NA,2022-03-02 18:06:00
"237",980,"SLY 1318",NA,"6000007629",NA,"Malvern d50 Ausgangsprodukt",21.5,"Standard",NA,2022-03-02 18:06:00
"238",981,"SLY 1318",NA,"6000007629",NA,"Malvern d90 Ausgangsprodukt",38.6,"Standard",NA,2022-03-02 18:06:00
"239",982,"SLY 1318",NA,"6000007629",NA,"Malvern span Ausgangsprodukt",1.31,"Standard",NA,2022-03-02 18:06:00
"240",983,"SLY 1318",NA,"6000007629",NA,"Malvern d10 nach Belegung",10.05,"Standard",NA,2022-03-02 18:06:00
"241",984,"SLY 1318",NA,"6000007629",NA,"Malvern d50 nach Belegung",19.85,"Standard",NA,2022-03-02 18:06:00
"242",985,"SLY 1318",NA,"6000007629",NA,"Malvern d90 nach Belegung",35.4,"Standard",NA,2022-03-02 18:06:00
"243",986,"SLY 1318",NA,"6000007629",NA,"Malvern dd10 nach Belegung",-0.35,"Standard",NA,2022-03-02 18:06:00
"244",987,"SLY 1318",NA,"6000007629",NA,"Malvern dd50 nach Belegung",1.65,"Standard",NA,2022-03-02 18:06:00
"245",988,"SLY 1318",NA,"6000007629",NA,"Malvern dd90 nach Belegung",3.2,"Standard",NA,2022-03-02 18:06:00
"246",989,"SLY 1318",NA,"6000007629",NA,"Malvern span nach Belegung",1.28,"Standard",NA,2022-03-02 18:06:00
"247",990,"SLY 1318",NA,"6000007629",NA,"Malvern d10 nach Sedimentation",10.1,"Standard",NA,2022-03-02 18:06:00
"248",991,"SLY 1318",NA,"6000007629",NA,"Malvern d50 nach Sedimentation",20,"Standard",NA,2022-03-02 18:06:00
"249",992,"SLY 1318",NA,"6000007629",NA,"Malvern d90 nach Sedimentation",36.1,"Standard",NA,2022-03-02 18:06:00
"250",993,"SLY 1318",NA,"6000007629",NA,"Malvern dd10 nach Sedimentation",-0.3,"Standard",NA,2022-03-02 18:06:00
"251",994,"SLY 1318",NA,"6000007629",NA,"Malvern dd50 nach Sedimentation",-1.5,"Standard",NA,2022-03-02 18:06:00
"252",995,"SLY 1318",NA,"6000007629",NA,"Malvern dd90 nach Sedimentation",-2.5,"Standard",NA,2022-03-02 18:06:00
"253",996,"SLY 1318",NA,"6000007629",NA,"Malvern span nach Sedimentation",1.3,"Standard",NA,2022-03-02 18:06:00
"254",997,"SLY 1327",NA,"6000007687",NA,"Malvern d10 Ausgangsprodukt",10.6,"Standard",NA,2022-03-02 18:06:00
"255",998,"SLY 1327",NA,"6000007687",NA,"Malvern d50 Ausgangsprodukt",20.9,"Standard",NA,2022-03-02 18:06:00
"256",999,"SLY 1327",NA,"6000007687",NA,"Malvern d90 Ausgangsprodukt",36.4,"Standard",NA,2022-03-02 18:06:00
"257",1000,"SLY 1327",NA,"6000007687",NA,"Malvern span Ausgangsprodukt",1.23,"Standard",NA,2022-03-02 18:06:00
"258",1001,"SLY 1327",NA,"6000007687",NA,"Malvern d10 nach Belegung",11.4,"Standard",NA,2022-03-02 18:06:00
"259",1002,"SLY 1327",NA,"6000007687",NA,"Malvern d50 nach Belegung",21.25,"Standard",NA,2022-03-02 18:06:00
"260",1003,"SLY 1327",NA,"6000007687",NA,"Malvern d90 nach Belegung",35.75,"Standard",NA,2022-03-02 18:06:00
"261",1004,"SLY 1327",NA,"6000007687",NA,"Malvern dd10 nach Belegung",0.8,"Standard",NA,2022-03-02 18:06:00
"262",1005,"SLY 1327",NA,"6000007687",NA,"Malvern dd50 nach Belegung",-0.35,"Standard",NA,2022-03-02 18:06:00
"263",1006,"SLY 1327",NA,"6000007687",NA,"Malvern dd90 nach Belegung",0.65,"Standard",NA,2022-03-02 18:06:00
"264",1007,"SLY 1327",NA,"6000007687",NA,"Malvern span nach Belegung",1.21,"Standard",NA,2022-03-02 18:06:00
"265",1008,"SLY 1327",NA,"6000007687",NA,"Malvern d10 nach Sedimentation",10.7,"Standard",NA,2022-03-02 18:06:00
"266",1009,"SLY 1327",NA,"6000007687",NA,"Malvern d50 nach Sedimentation",20.5,"Standard",NA,2022-03-02 18:06:00
"267",1010,"SLY 1327",NA,"6000007687",NA,"Malvern d90 nach Sedimentation",35.8,"Standard",NA,2022-03-02 18:06:00
"268",1011,"SLY 1327",NA,"6000007687",NA,"Malvern dd10 nach Sedimentation",0.1,"Standard",NA,2022-03-02 18:06:00
"269",1012,"SLY 1327",NA,"6000007687",NA,"Malvern dd50 nach Sedimentation",-0.4,"Standard",NA,2022-03-02 18:06:00
"270",1013,"SLY 1327",NA,"6000007687",NA,"Malvern dd90 nach Sedimentation",-0.6,"Standard",NA,2022-03-02 18:06:00
"271",1014,"SLY 1327",NA,"6000007687",NA,"Malvern span nach Sedimentation",1.22,"Standard",NA,2022-03-02 18:06:00
"272",1015,"SLY 1339",NA,"6000007801",NA,"Malvern d10 Ausgangsprodukt",10.1,"Standard",NA,2022-03-02 18:06:00
"273",1016,"SLY 1339",NA,"6000007801",NA,"Malvern d50 Ausgangsprodukt",21.1,"Standard",NA,2022-03-02 18:06:00
"274",1017,"SLY 1339",NA,"6000007801",NA,"Malvern d90 Ausgangsprodukt",38.1,"Standard",NA,2022-03-02 18:06:00
"275",1018,"SLY 1339",NA,"6000007801",NA,"Malvern span Ausgangsprodukt",1.33,"Standard",NA,2022-03-02 18:06:00
"276",1019,"SLY 1339",NA,"6000007801",NA,"Malvern d10 nach Belegung",10.35,"Standard",NA,2022-03-02 18:06:00
"277",1020,"SLY 1339",NA,"6000007801",NA,"Malvern d50 nach Belegung",20.5,"Standard",NA,2022-03-02 18:06:00
"278",1021,"SLY 1339",NA,"6000007801",NA,"Malvern d90 nach Belegung",36.5,"Standard",NA,2022-03-02 18:06:00
"279",1022,"SLY 1339",NA,"6000007801",NA,"Malvern dd10 nach Belegung",0.25,"Standard",NA,2022-03-02 18:06:00
"280",1023,"SLY 1339",NA,"6000007801",NA,"Malvern dd50 nach Belegung",0.6,"Standard",NA,2022-03-02 18:06:00
"281",1024,"SLY 1339",NA,"6000007801",NA,"Malvern dd90 nach Belegung",1.6,"Standard",NA,2022-03-02 18:06:00
"282",1025,"SLY 1339",NA,"6000007801",NA,"Malvern span nach Belegung",1.28,"Standard",NA,2022-03-02 18:06:00
"283",1026,"SLY 1339",NA,"6000007801",NA,"Malvern d10 nach Sedimentation",10.35,"Standard",NA,2022-03-02 18:06:00
"284",1027,"SLY 1339",NA,"6000007801",NA,"Malvern d50 nach Sedimentation",20.45,"Standard",NA,2022-03-02 18:06:00
"285",1028,"SLY 1339",NA,"6000007801",NA,"Malvern d90 nach Sedimentation",36.95,"Standard",NA,2022-03-02 18:06:00
"286",1029,"SLY 1339",NA,"6000007801",NA,"Malvern dd10 nach Sedimentation",0.25,"Standard",NA,2022-03-02 18:06:00
"287",1030,"SLY 1339",NA,"6000007801",NA,"Malvern dd50 nach Sedimentation",-0.65,"Standard",NA,2022-03-02 18:06:00
"288",1031,"SLY 1339",NA,"6000007801",NA,"Malvern dd90 nach Sedimentation",-1.15,"Standard",NA,2022-03-02 18:06:00
"289",1032,"SLY 1339",NA,"6000007801",NA,"Malvern span nach Sedimentation",1.3,"Standard",NA,2022-03-02 18:06:00
"290",1033,"SLY 1340",NA,"6000007801",NA,"Malvern d10 Ausgangsprodukt",10.1,"3 Liter",NA,2022-03-02 18:06:00
"291",1034,"SLY 1340",NA,"6000007801",NA,"Malvern d50 Ausgangsprodukt",21.1,"3 Liter",NA,2022-03-02 18:06:00
"292",1035,"SLY 1340",NA,"6000007801",NA,"Malvern d90 Ausgangsprodukt",38.1,"3 Liter",NA,2022-03-02 18:06:00
"293",1036,"SLY 1340",NA,"6000007801",NA,"Malvern span Ausgangsprodukt",1.33,"3 Liter",NA,2022-03-02 18:06:00
"294",1037,"SLY 1340",NA,"6000007801",NA,"Malvern d10 nach Belegung",10.5,"3 Liter",NA,2022-03-02 18:06:00
"295",1038,"SLY 1340",NA,"6000007801",NA,"Malvern d50 nach Belegung",20.8,"3 Liter",NA,2022-03-02 18:06:00
"296",1039,"SLY 1340",NA,"6000007801",NA,"Malvern d90 nach Belegung",37.4,"3 Liter",NA,2022-03-02 18:06:00
"297",1040,"SLY 1340",NA,"6000007801",NA,"Malvern dd10 nach Belegung",0.4,"3 Liter",NA,2022-03-02 18:06:00
"298",1041,"SLY 1340",NA,"6000007801",NA,"Malvern dd50 nach Belegung",0.3,"3 Liter",NA,2022-03-02 18:06:00
"299",1042,"SLY 1340",NA,"6000007801",NA,"Malvern dd90 nach Belegung",0.7,"3 Liter",NA,2022-03-02 18:06:00
"300",1043,"SLY 1340",NA,"6000007801",NA,"Malvern span nach Belegung",1.29,"3 Liter",NA,2022-03-02 18:06:00
"301",1044,"SLY 1340",NA,"6000007801",NA,"Malvern d10 nach Sedimentation",10.5,"3 Liter",NA,2022-03-02 18:06:00
"302",1045,"SLY 1340",NA,"6000007801",NA,"Malvern d50 nach Sedimentation",20.5,"3 Liter",NA,2022-03-02 18:06:00
"303",1046,"SLY 1340",NA,"6000007801",NA,"Malvern d90 nach Sedimentation",36.3,"3 Liter",NA,2022-03-02 18:06:00
"304",1047,"SLY 1340",NA,"6000007801",NA,"Malvern dd10 nach Sedimentation",0.4,"3 Liter",NA,2022-03-02 18:06:00
"305",1048,"SLY 1340",NA,"6000007801",NA,"Malvern dd50 nach Sedimentation",-0.6,"3 Liter",NA,2022-03-02 18:06:00
"306",1049,"SLY 1340",NA,"6000007801",NA,"Malvern dd90 nach Sedimentation",-1.8,"3 Liter",NA,2022-03-02 18:06:00
"307",1050,"SLY 1340",NA,"6000007801",NA,"Malvern span nach Sedimentation",1.26,"3 Liter",NA,2022-03-02 18:06:00
"308",1051,"SLY 1342",NA,"6000008093",NA,"Malvern d10 Ausgangsprodukt",10.4,"Standard",NA,2022-03-02 18:06:00
"309",1052,"SLY 1342",NA,"6000008093",NA,"Malvern d50 Ausgangsprodukt",22.2,"Standard",NA,2022-03-02 18:06:00
"310",1053,"SLY 1342",NA,"6000008093",NA,"Malvern d90 Ausgangsprodukt",40.2,"Standard",NA,2022-03-02 18:06:00
"311",1054,"SLY 1342",NA,"6000008093",NA,"Malvern span Ausgangsprodukt",1.34,"Standard",NA,2022-03-02 18:06:00
"312",1055,"SLY 1342",NA,"6000008093",NA,"Malvern d10 nach Belegung",10.65,"Standard",NA,2022-03-02 18:06:00
"313",1056,"SLY 1342",NA,"6000008093",NA,"Malvern d50 nach Belegung",21.35,"Standard",NA,2022-03-02 18:06:00
"314",1057,"SLY 1342",NA,"6000008093",NA,"Malvern d90 nach Belegung",38.3,"Standard",NA,2022-03-02 18:06:00
"315",1058,"SLY 1342",NA,"6000008093",NA,"Malvern dd10 nach Belegung",0.25,"Standard",NA,2022-03-02 18:06:00
"316",1059,"SLY 1342",NA,"6000008093",NA,"Malvern dd50 nach Belegung",0.85,"Standard",NA,2022-03-02 18:06:00
"317",1060,"SLY 1342",NA,"6000008093",NA,"Malvern dd90 nach Belegung",1.9,"Standard",NA,2022-03-02 18:06:00
"318",1061,"SLY 1342",NA,"6000008093",NA,"Malvern span nach Belegung",1.3,"Standard",NA,2022-03-02 18:06:00
"319",1062,"SLY 1342",NA,"6000008093",NA,"Malvern d10 nach Sedimentation",10.5,"Standard",NA,2022-03-02 18:06:00
"320",1063,"SLY 1342",NA,"6000008093",NA,"Malvern d50 nach Sedimentation",21.1,"Standard",NA,2022-03-02 18:06:00
"321",1064,"SLY 1342",NA,"6000008093",NA,"Malvern d90 nach Sedimentation",38,"Standard",NA,2022-03-02 18:06:00
"322",1065,"SLY 1342",NA,"6000008093",NA,"Malvern dd10 nach Sedimentation",0.1,"Standard",NA,2022-03-02 18:06:00
"323",1066,"SLY 1342",NA,"6000008093",NA,"Malvern dd50 nach Sedimentation",-1.1,"Standard",NA,2022-03-02 18:06:00
"324",1067,"SLY 1342",NA,"6000008093",NA,"Malvern dd90 nach Sedimentation",-2.2,"Standard",NA,2022-03-02 18:06:00
"325",1068,"SLY 1342",NA,"6000008093",NA,"Malvern span nach Sedimentation",1.3,"Standard",NA,2022-03-02 18:06:00
"326",1069,"SLY 1344",NA,"6000007863",NA,"Malvern d10 Ausgangsprodukt",10.5,"Standard",NA,2022-03-02 18:06:00
"327",1070,"SLY 1344",NA,"6000007863",NA,"Malvern d50 Ausgangsprodukt",21.2,"Standard",NA,2022-03-02 18:06:00
"328",1071,"SLY 1344",NA,"6000007863",NA,"Malvern d90 Ausgangsprodukt",37.2,"Standard",NA,2022-03-02 18:06:00
"329",1072,"SLY 1344",NA,"6000007863",NA,"Malvern span Ausgangsprodukt",1.26,"Standard",NA,2022-03-02 18:06:00
"330",1073,"SLY 1344",NA,"6000007863",NA,"Malvern d10 nach Belegung",10.35,"Standard",NA,2022-03-02 18:06:00
"331",1074,"SLY 1344",NA,"6000007863",NA,"Malvern d50 nach Belegung",19.9,"Standard",NA,2022-03-02 18:06:00
"332",1075,"SLY 1344",NA,"6000007863",NA,"Malvern d90 nach Belegung",34.9,"Standard",NA,2022-03-02 18:06:00
"333",1076,"SLY 1344",NA,"6000007863",NA,"Malvern dd10 nach Belegung",-0.15,"Standard",NA,2022-03-02 18:06:00
"334",1077,"SLY 1344",NA,"6000007863",NA,"Malvern dd50 nach Belegung",1.3,"Standard",NA,2022-03-02 18:06:00
"335",1078,"SLY 1344",NA,"6000007863",NA,"Malvern dd90 nach Belegung",2.3,"Standard",NA,2022-03-02 18:06:00
"336",1079,"SLY 1344",NA,"6000007863",NA,"Malvern span nach Belegung",1.24,"Standard",NA,2022-03-02 18:06:00
"337",1080,"SLY 1344",NA,"6000007863",NA,"Malvern d10 nach Sedimentation",10.2,"Standard",NA,2022-03-02 18:06:00
"338",1081,"SLY 1344",NA,"6000007863",NA,"Malvern d50 nach Sedimentation",19.7,"Standard",NA,2022-03-02 18:06:00
"339",1082,"SLY 1344",NA,"6000007863",NA,"Malvern d90 nach Sedimentation",34.7,"Standard",NA,2022-03-02 18:06:00
"340",1083,"SLY 1344",NA,"6000007863",NA,"Malvern dd10 nach Sedimentation",-0.3,"Standard",NA,2022-03-02 18:06:00
"341",1084,"SLY 1344",NA,"6000007863",NA,"Malvern dd50 nach Sedimentation",-1.5,"Standard",NA,2022-03-02 18:06:00
"342",1085,"SLY 1344",NA,"6000007863",NA,"Malvern dd90 nach Sedimentation",-2.5,"Standard",NA,2022-03-02 18:06:00
"343",1086,"SLY 1344",NA,"6000007863",NA,"Malvern span nach Sedimentation",1.24,"Standard",NA,2022-03-02 18:06:00
"344",1087,"SLY 1364",NA,"6000008332",NA,"Malvern d10 Ausgangsprodukt",10.7,"Standard",NA,2022-03-02 18:07:00
"345",1088,"SLY 1364",NA,"6000008332",NA,"Malvern d50 Ausgangsprodukt",22.3,"Standard",NA,2022-03-02 18:07:00
"346",1089,"SLY 1364",NA,"6000008332",NA,"Malvern d90 Ausgangsprodukt",39.9,"Standard",NA,2022-03-02 18:07:00
"347",1090,"SLY 1364",NA,"6000008332",NA,"Malvern span Ausgangsprodukt",1.31,"Standard",NA,2022-03-02 18:07:00
"348",1091,"SLY 1364",NA,"6000008332",NA,"Malvern d10 nach Belegung",10.9,"Standard",NA,2022-03-02 18:07:00
"349",1092,"SLY 1364",NA,"6000008332",NA,"Malvern d50 nach Belegung",21.45,"Standard",NA,2022-03-02 18:07:00
"350",1093,"SLY 1364",NA,"6000008332",NA,"Malvern d90 nach Belegung",38.2,"Standard",NA,2022-03-02 18:07:00
"351",1094,"SLY 1364",NA,"6000008332",NA,"Malvern dd10 nach Belegung",0.2,"Standard",NA,2022-03-02 18:07:00
"352",1095,"SLY 1364",NA,"6000008332",NA,"Malvern dd50 nach Belegung",0.85,"Standard",NA,2022-03-02 18:07:00
"353",1096,"SLY 1364",NA,"6000008332",NA,"Malvern dd90 nach Belegung",1.7,"Standard",NA,2022-03-02 18:07:00
"354",1097,"SLY 1364",NA,"6000008332",NA,"Malvern span nach Belegung",1.27,"Standard",NA,2022-03-02 18:07:00
"355",1098,"SLY 1364",NA,"6000008332",NA,"Malvern d10 nach Sedimentation",10.6,"Standard",NA,2022-03-02 18:07:00
"356",1099,"SLY 1364",NA,"6000008332",NA,"Malvern d50 nach Sedimentation",21.2,"Standard",NA,2022-03-02 18:07:00
"357",1100,"SLY 1364",NA,"6000008332",NA,"Malvern d90 nach Sedimentation",38,"Standard",NA,2022-03-02 18:07:00
"358",1101,"SLY 1364",NA,"6000008332",NA,"Malvern dd10 nach Sedimentation",-0.1,"Standard",NA,2022-03-02 18:07:00
"359",1102,"SLY 1364",NA,"6000008332",NA,"Malvern dd50 nach Sedimentation",-1.1,"Standard",NA,2022-03-02 18:07:00
"360",1103,"SLY 1364",NA,"6000008332",NA,"Malvern dd90 nach Sedimentation",-1.9,"Standard",NA,2022-03-02 18:07:00
"361",1104,"SLY 1364",NA,"6000008332",NA,"Malvern span nach Sedimentation",1.29,"Standard",NA,2022-03-02 18:07:00
"362",1105,"SLY 1373",NA,"6000008357",NA,"Malvern d10 Ausgangsprodukt",10.3,"Standard",NA,2022-03-02 18:07:00
"363",1106,"SLY 1373",NA,"6000008357",NA,"Malvern d50 Ausgangsprodukt",21.8,"Standard",NA,2022-03-02 18:07:00
"364",1107,"SLY 1373",NA,"6000008357",NA,"Malvern d90 Ausgangsprodukt",39.7,"Standard",NA,2022-03-02 18:07:00
"365",1108,"SLY 1373",NA,"6000008357",NA,"Malvern span Ausgangsprodukt",1.35,"Standard",NA,2022-03-02 18:07:00
"366",1109,"SLY 1373",NA,"6000008357",NA,"Malvern d10 nach Belegung",10.4,"Standard",NA,2022-03-02 18:07:00
"367",1110,"SLY 1373",NA,"6000008357",NA,"Malvern d50 nach Belegung",21.05,"Standard",NA,2022-03-02 18:07:00
"368",1111,"SLY 1373",NA,"6000008357",NA,"Malvern d90 nach Belegung",38.15,"Standard",NA,2022-03-02 18:07:00
"369",1112,"SLY 1373",NA,"6000008357",NA,"Malvern dd10 nach Belegung",0.1,"Standard",NA,2022-03-02 18:07:00
"370",1113,"SLY 1373",NA,"6000008357",NA,"Malvern dd50 nach Belegung",0.75,"Standard",NA,2022-03-02 18:07:00
"371",1114,"SLY 1373",NA,"6000008357",NA,"Malvern dd90 nach Belegung",1.55,"Standard",NA,2022-03-02 18:07:00
"372",1115,"SLY 1373",NA,"6000008357",NA,"Malvern span nach Belegung",1.32,"Standard",NA,2022-03-02 18:07:00
"373",1116,"SLY 1373",NA,"6000008357",NA,"Malvern d10 nach Sedimentation",10.3,"Standard",NA,2022-03-02 18:07:00
"374",1117,"SLY 1373",NA,"6000008357",NA,"Malvern d50 nach Sedimentation",20.8,"Standard",NA,2022-03-02 18:07:00
"375",1118,"SLY 1373",NA,"6000008357",NA,"Malvern d90 nach Sedimentation",37.9,"Standard",NA,2022-03-02 18:07:00
"376",1119,"SLY 1373",NA,"6000008357",NA,"Malvern dd10 nach Sedimentation",0,"Standard",NA,2022-03-02 18:07:00
"377",1120,"SLY 1373",NA,"6000008357",NA,"Malvern dd50 nach Sedimentation",-1,"Standard",NA,2022-03-02 18:07:00
"378",1121,"SLY 1373",NA,"6000008357",NA,"Malvern dd90 nach Sedimentation",-1.8,"Standard",NA,2022-03-02 18:07:00
"379",1122,"SLY 1373",NA,"6000008357",NA,"Malvern span nach Sedimentation",1.33,"Standard",NA,2022-03-02 18:07:00
"380",1123,"SLY 1399",NA,"6000008357",NA,"Malvern d10 Ausgangsprodukt",10.3,"3 Liter",NA,2022-03-02 18:07:00
"381",1124,"SLY 1399",NA,"6000008357",NA,"Malvern d50 Ausgangsprodukt",21.8,"3 Liter",NA,2022-03-02 18:07:00
"382",1125,"SLY 1399",NA,"6000008357",NA,"Malvern d90 Ausgangsprodukt",39.7,"3 Liter",NA,2022-03-02 18:07:00
"383",1126,"SLY 1399",NA,"6000008357",NA,"Malvern span Ausgangsprodukt",1.35,"3 Liter",NA,2022-03-02 18:07:00
"384",1127,"SLY 1399",NA,"6000008357",NA,"Malvern d10 nach Belegung",10.3,"3 Liter",NA,2022-03-02 18:07:00
"385",1128,"SLY 1399",NA,"6000008357",NA,"Malvern d50 nach Belegung",21,"3 Liter",NA,2022-03-02 18:07:00
"386",1129,"SLY 1399",NA,"6000008357",NA,"Malvern d90 nach Belegung",38.7,"3 Liter",NA,2022-03-02 18:07:00
"387",1130,"SLY 1399",NA,"6000008357",NA,"Malvern dd10 nach Belegung",0,"3 Liter",NA,2022-03-02 18:07:00
"388",1131,"SLY 1399",NA,"6000008357",NA,"Malvern dd50 nach Belegung",0.8,"3 Liter",NA,2022-03-02 18:07:00
"389",1132,"SLY 1399",NA,"6000008357",NA,"Malvern dd90 nach Belegung",1,"3 Liter",NA,2022-03-02 18:07:00
"390",1133,"SLY 1399",NA,"6000008357",NA,"Malvern span nach Belegung",1.35,"3 Liter",NA,2022-03-02 18:07:00
"391",1134,"SLY 1399",NA,"6000008357",NA,"Malvern d10 nach Sedimentation",10.2,"3 Liter",NA,2022-03-02 18:07:00
"392",1135,"SLY 1399",NA,"6000008357",NA,"Malvern d50 nach Sedimentation",20.6,"3 Liter",NA,2022-03-02 18:07:00
"393",1136,"SLY 1399",NA,"6000008357",NA,"Malvern d90 nach Sedimentation",37.9,"3 Liter",NA,2022-03-02 18:07:00
"394",1137,"SLY 1399",NA,"6000008357",NA,"Malvern dd10 nach Sedimentation",-0.1,"3 Liter",NA,2022-03-02 18:07:00
